grade1,grade2,grade3,attendance_rate,study_hours,passed
37,71,79,0.82,8.3,1
55,69,66,0.68,5.4,1
65,77,82,0.97,6.3,1
77,33,54,0.92,2.4,0
57,89,60,0.92,6.6,1
97,68,67,0.61,2.9,0
91,34,87,0.66,5.0,1
80,35,82,0.65,6.4,0
71,43,79,0.66,11.4,1
58,99,33,0.93,7.9,1
39,41,81,0.55,5.1,0
68,91,60,0.88,2.2,1
30,56,43,0.71,9.2,1
68,83,30,0.55,6.1,1
50,41,72,0.72,1.7,0
94,37,88,0.52,8.2,1
44,45,90,0.46,4.9,0
33,81,70,0.9,5.4,1
89,55,47,0.82,10.2,1
90,37,89,0.52,2.5,1
49,74,98,0.97,4.7,1
39,48,88,0.41,5.0,0
63,46,71,0.6,1.0,0
77,94,65,0.41,10.3,1
62,58,69,0.49,10.2,1
90,43,59,0.51,8.3,1
39,46,40,0.89,10.9,1
83,42,54,1.0,4.0,0
94,92,74,0.92,3.4,1
30,62,80,0.78,1.8,0
34,58,72,0.83,7.5,0
44,66,95,0.71,6.5,1
57,75,76,0.65,9.9,1
52,53,53,0.82,6.3,0
46,43,66,0.98,3.2,1
42,34,85,0.42,9.9,0
43,82,75,0.59,6.0,1
40,59,57,0.6,11.5,0
57,89,81,0.65,6.9,1
71,57,44,0.78,2.3,0
90,55,74,0.71,10.4,1
93,47,87,0.41,10.7,1
60,65,96,0.65,5.9,1
39,37,70,0.77,1.3,0
37,47,94,0.7,1.3,0
50,87,69,0.92,4.9,1
88,61,34,0.64,8.9,1
79,78,57,0.41,4.6,1
98,77,67,0.57,1.1,0
99,94,47,0.48,10.3,1
59,62,66,0.55,11.7,1
46,79,56,0.62,4.8,1
49,33,54,0.81,1.8,0
77,65,98,0.59,4.2,1
31,57,56,0.93,9.8,0
66,32,83,0.58,7.0,1
30,35,36,0.48,5.2,0
33,74,56,0.5,4.7,0
83,52,88,0.96,2.3,1
54,36,60,0.67,4.7,0
32,90,97,0.64,6.2,1
38,94,33,0.44,8.4,0
63,35,47,0.84,3.9,0
72,53,92,0.82,10.9,1
51,66,81,0.63,6.3,1
99,74,92,0.82,5.5,1
31,80,74,0.62,7.5,1
95,74,41,0.44,2.8,0
61,92,37,0.84,2.2,1
45,58,51,0.98,4.8,0
30,54,70,0.79,1.4,0
77,39,70,0.57,5.2,1
79,64,86,0.56,8.4,1
42,84,61,0.96,9.9,1
44,54,84,0.58,7.4,1
82,74,35,0.86,8.6,1
73,41,68,0.79,10.2,1
37,33,38,0.76,9.5,0
75,96,61,0.51,4.5,1
98,46,65,0.42,7.3,1
48,94,45,0.69,3.9,1
67,82,41,0.99,7.3,1
40,86,70,0.52,5.7,1
72,57,96,0.72,5.1,1
49,45,87,0.8,3.0,1
49,50,38,0.69,7.2,0
50,71,46,0.7,9.0,0
86,83,34,0.8,7.3,1
79,61,55,0.89,1.8,1
55,67,30,0.6,11.2,0
59,99,30,0.94,1.1,1
60,67,64,0.69,10.7,1
71,83,38,0.8,9.4,1
97,89,67,0.46,2.1,0
90,76,33,0.7,3.6,1
90,41,81,0.41,4.8,1
99,82,48,0.63,11.0,1
97,62,34,0.43,11.8,1
46,57,77,0.94,2.0,0
48,32,92,0.8,5.4,0
80,55,67,0.88,2.6,1
99,83,81,0.68,4.1,1
92,69,75,0.91,11.8,1
59,95,38,0.92,11.8,1
54,97,79,0.61,6.2,0
55,76,95,0.63,3.0,0
85,31,67,0.7,7.0,1
51,71,56,0.43,4.5,0
48,63,49,1.0,11.2,0
60,50,91,0.62,10.0,1
55,73,45,0.68,4.4,0
71,31,42,0.85,1.2,0
70,88,49,0.58,12.0,1
52,45,53,0.52,8.5,0
76,49,79,0.48,5.7,1
42,55,36,0.72,4.2,0
95,45,58,0.4,1.0,0
95,99,34,0.83,2.7,1
45,52,64,0.68,1.1,0
57,71,94,0.72,7.6,1
64,66,99,0.56,8.3,1
70,35,36,0.51,9.4,0
60,66,73,0.82,3.1,1
61,51,42,0.53,2.1,0
83,35,67,0.87,8.2,1
88,61,42,0.52,6.5,1
70,46,83,0.77,10.6,1
95,67,73,0.79,6.9,1
83,46,42,0.7,5.9,0
69,66,54,1.0,6.4,1
57,52,53,0.63,9.6,0
66,78,58,0.93,1.2,1
94,90,99,0.5,11.1,1
84,78,47,0.6,8.9,0
33,90,34,0.49,10.7,0
39,61,47,0.76,11.6,0
76,92,92,0.78,3.5,1
43,36,66,0.67,7.4,0
67,51,84,0.83,6.3,1
41,35,41,0.92,6.9,1
74,90,81,0.87,1.5,1
46,43,86,0.54,11.1,0
64,45,75,0.59,11.5,0
95,32,73,0.63,8.5,1
70,38,53,0.52,3.8,0
96,76,38,0.62,9.7,1
58,71,41,0.54,9.0,0
47,71,38,1.0,7.3,0
49,52,51,0.87,2.9,0
43,32,46,0.92,3.2,0
63,30,62,0.95,7.5,0
78,96,76,0.8,2.4,1
83,32,44,0.51,9.0,0
60,78,62,0.86,3.3,1
87,96,44,0.41,11.0,1
71,84,56,0.47,10.9,1
87,33,90,0.42,4.2,1
59,60,97,0.48,1.9,0
54,95,77,0.85,7.7,1
92,93,37,0.93,5.9,1
48,60,35,0.57,2.6,0
37,92,92,0.47,6.8,1
32,95,31,0.56,11.9,0
96,60,51,0.79,1.8,1
46,76,50,0.61,3.9,0
43,51,35,0.98,6.9,0
38,75,99,0.48,9.7,1
91,87,42,0.99,1.2,1
50,90,30,0.41,9.1,0
66,75,51,0.67,2.5,0
40,30,53,0.55,10.1,0
49,54,93,0.74,8.6,1
64,90,70,0.46,6.0,1
82,43,51,0.93,10.0,0
76,74,90,0.48,9.1,1
81,68,41,0.75,9.4,1
37,95,33,0.42,4.2,0
33,61,41,0.59,7.8,0
56,87,62,0.49,2.6,0
73,85,50,0.99,10.0,1
69,35,81,0.41,6.8,1
76,96,76,0.61,10.1,1
73,79,88,0.58,3.3,1
77,67,76,0.79,2.4,1
81,32,85,0.43,8.6,1
97,34,42,0.89,1.6,0
40,53,73,0.68,3.7,0
33,83,64,0.67,11.0,0
77,63,58,0.54,2.5,0
55,68,85,0.69,5.1,1
68,77,34,0.62,11.4,0
87,78,96,0.55,1.2,0
48,63,82,0.5,5.9,1
87,36,89,0.84,9.7,1
57,47,35,0.49,11.0,0
95,99,77,0.5,9.1,1
39,63,64,0.75,10.8,0
87,80,47,0.54,1.4,0
43,97,40,0.68,2.1,0
44,43,80,0.73,9.1,0
62,98,52,0.56,9.3,1
46,37,76,0.61,7.7,0
53,44,88,0.53,9.0,1
59,88,86,0.68,10.4,1
91,40,85,1.0,7.0,1
42,49,56,0.62,11.4,0
91,84,64,0.79,8.6,1
76,65,84,0.78,6.2,1
45,43,38,0.87,5.6,1
95,87,47,0.83,9.3,1
72,67,73,0.41,7.9,1
37,30,50,0.59,10.0,0
32,94,85,0.92,9.6,1
41,30,77,0.72,6.8,0
45,89,30,0.46,11.4,0
88,54,56,0.57,8.7,1
78,39,74,0.57,3.2,0
92,79,92,0.92,7.8,1
91,41,87,0.73,3.2,1
78,61,69,0.76,7.1,1
80,62,92,0.62,9.7,1
62,55,67,0.44,9.9,1
59,71,58,0.45,8.2,1
88,79,69,0.65,9.6,1
44,90,48,0.51,6.2,1
52,70,85,0.46,7.1,1
74,86,73,0.56,10.7,1
91,31,94,0.85,6.4,1
44,99,42,0.44,4.9,1
75,60,59,0.67,9.8,1
93,52,78,0.9,1.6,1
75,83,92,0.56,11.5,1
85,57,64,0.58,4.7,1
73,48,40,0.93,7.9,0
58,77,78,0.79,8.5,1
91,31,69,0.88,2.5,1
81,40,50,0.57,10.1,0
83,73,76,1.0,7.3,1
86,88,32,0.48,4.6,1
95,88,59,0.98,10.4,1
51,67,96,0.94,7.9,1
49,54,91,0.73,9.6,1
62,50,66,0.75,11.9,0
54,71,51,0.87,2.4,0
75,65,60,0.58,9.2,1
86,38,75,0.72,9.3,1
34,41,74,0.94,10.6,0
84,39,43,0.44,5.5,0
90,88,41,0.94,10.6,1
37,34,92,0.84,8.0,0
45,62,67,0.86,1.8,0
77,98,76,0.44,1.3,1
90,92,83,0.51,6.3,1
44,58,84,0.96,9.6,1
94,47,77,0.47,5.2,1
51,35,44,0.78,10.4,0
32,82,45,0.87,6.4,0
83,61,72,0.54,1.3,0
43,71,36,0.82,11.7,0
65,76,72,0.44,6.4,0
96,60,57,0.7,8.2,1
39,91,95,0.6,3.2,1
78,85,89,0.79,4.3,1
94,40,32,0.93,6.3,0
86,55,30,0.48,10.4,0
56,56,60,0.67,2.1,0
34,86,85,0.65,9.6,1
86,56,75,0.59,7.4,1
44,88,61,0.69,6.5,1
59,91,47,0.93,10.6,1
49,49,97,0.98,2.3,1
66,32,64,0.4,11.9,0
32,45,52,0.84,10.4,0
70,73,42,0.77,4.6,1
68,59,43,1.0,6.0,1
55,69,66,0.45,1.3,0
31,94,34,0.89,6.8,0
52,58,51,0.96,7.0,0
52,59,57,0.95,11.2,0
45,61,33,0.74,5.3,1
38,39,79,0.6,7.3,0
42,80,58,0.78,9.1,0
57,37,66,0.58,7.7,0
56,80,64,0.65,2.7,0
80,65,49,0.67,2.9,0
93,84,64,0.58,2.5,0
81,64,31,0.61,3.4,0
67,65,87,0.4,4.6,1
94,85,47,0.58,9.1,0
47,65,85,0.68,1.7,0
92,90,93,0.5,10.0,1
80,91,81,0.88,3.9,1
38,54,51,0.72,7.7,0
42,93,89,0.88,7.1,1
69,89,39,0.48,2.7,0
84,86,35,0.89,4.2,1
72,99,35,0.97,4.3,1
73,81,57,0.61,7.9,1
97,85,71,0.57,9.7,1
62,92,70,0.79,12.0,1
53,97,92,0.78,2.1,1
65,49,51,0.47,11.3,0
39,83,58,0.96,7.2,0
49,30,63,0.69,4.9,0
41,39,31,0.86,4.1,1
91,52,55,0.62,3.3,1
47,80,48,0.56,7.1,0
92,53,49,0.47,11.4,1
54,42,62,0.56,3.0,0
41,58,33,1.0,5.8,0
50,87,61,0.79,3.2,1
54,72,48,0.88,2.9,0
40,39,32,0.98,10.5,0
93,60,90,0.45,3.9,1
79,43,67,0.5,3.7,1
91,63,35,0.96,11.0,1
78,46,85,0.74,5.2,1
43,50,69,0.78,1.1,0
30,96,98,0.66,8.9,1
54,87,71,0.89,6.7,1
88,37,31,0.71,9.5,0
98,67,57,0.9,7.3,1
34,55,46,1.0,4.9,0
48,93,99,0.79,1.7,1
52,59,98,0.72,10.5,1
38,38,68,0.62,3.3,0
79,61,36,0.52,11.7,0
45,40,61,0.79,3.7,0
62,63,33,0.44,10.1,0
31,47,50,0.97,9.7,0
43,48,61,0.79,6.1,0
30,83,43,0.98,5.4,0
87,66,99,0.56,8.7,1
45,41,75,0.97,6.8,0
76,33,49,0.77,8.0,0
73,72,87,0.89,6.2,1
43,56,77,0.51,7.1,0
53,80,36,0.7,3.1,0
84,34,69,0.74,1.6,1
44,35,88,0.64,4.9,0
63,85,65,0.55,6.1,0
31,97,73,0.94,11.0,1
56,73,60,0.45,5.6,1
52,44,71,0.49,5.8,0
97,71,73,0.59,8.4,0
43,40,72,0.95,3.3,1
92,40,72,0.74,10.6,1
94,95,76,0.62,5.7,0
97,56,35,0.64,11.2,1
92,87,95,0.9,4.0,1
93,50,38,0.42,6.1,1
61,50,40,0.41,9.6,0
42,30,47,0.43,7.1,0
95,87,54,0.68,8.3,1
48,42,87,0.75,4.1,0
53,35,59,0.77,4.6,0
40,87,30,0.84,6.6,0
88,46,92,0.51,3.2,1
44,41,58,0.56,2.4,0
39,81,95,0.55,10.3,1
70,99,82,0.49,9.5,1
56,81,48,0.55,11.3,1
89,66,95,0.77,7.5,1
81,32,81,0.62,5.6,1
57,37,60,0.86,2.1,0
94,39,89,0.72,10.4,1
46,76,97,0.53,6.0,0
73,70,59,0.68,7.2,1
39,93,42,0.76,4.4,0
92,71,44,0.92,6.8,1
76,72,49,0.9,9.6,1
67,38,63,0.66,8.8,0
99,43,49,0.79,11.9,1
82,33,79,0.58,6.5,1
73,31,56,0.78,6.8,0
83,30,59,0.95,1.6,0
49,94,85,0.77,5.3,1
60,75,94,0.58,11.1,1
36,88,84,0.79,4.9,1
87,36,53,0.94,9.4,0
39,95,54,0.48,11.8,1
39,44,82,0.69,2.4,0
68,76,40,0.59,4.7,0
57,69,89,0.54,6.2,1
59,71,76,0.64,3.6,1
66,80,54,0.64,1.1,0
96,64,54,0.53,6.2,1
72,70,46,0.64,6.9,1
81,86,41,0.78,7.9,1
85,67,81,0.42,10.1,1
97,37,40,0.99,3.8,0
38,92,39,0.58,1.7,0
52,33,89,0.77,2.0,0
92,77,83,0.57,6.5,1
90,81,92,0.64,11.1,1
69,67,49,0.73,11.8,1
73,34,34,0.77,3.3,0
53,99,70,0.86,2.7,1
80,53,92,0.88,4.9,1
87,46,85,0.71,6.1,1
62,55,61,0.45,9.9,0
45,32,56,0.73,9.5,0
51,31,97,0.69,11.1,0
86,31,77,0.53,10.4,0
91,51,36,0.41,5.8,0
99,33,75,0.59,1.2,0
59,67,47,0.56,3.6,0
52,99,67,0.69,7.7,0
61,81,94,0.86,6.5,1
86,60,46,0.66,3.6,1
38,55,67,0.97,2.4,0
60,65,92,0.53,3.4,1
38,55,71,0.53,3.9,0
42,57,37,0.76,10.5,0
87,34,59,0.94,8.8,0
32,47,93,0.8,7.1,0
64,44,38,0.8,1.2,0
50,86,86,0.88,10.0,1
93,34,88,0.8,7.1,1
81,66,96,0.86,7.9,1
63,51,34,0.92,1.7,0
64,81,33,0.4,10.0,0
44,44,37,0.93,10.2,0
35,46,71,0.53,10.7,0
61,80,64,0.95,6.8,1
81,74,42,0.56,5.3,1
57,92,34,0.67,1.8,0
93,57,69,0.96,3.1,1
48,88,48,0.47,3.5,0
44,50,33,0.85,1.7,0
35,71,88,0.64,2.7,0
67,98,47,0.41,10.8,1
55,46,53,0.96,7.0,0
80,97,60,0.47,9.4,1
82,36,87,0.86,4.0,1
85,69,57,0.63,2.5,0
88,69,38,0.89,5.1,1
99,72,74,0.85,9.7,1
87,80,78,0.78,4.3,1
42,52,31,0.96,3.2,0
72,61,35,0.46,1.2,0
80,60,58,0.88,7.9,1
48,46,55,0.8,5.8,0
50,87,57,0.59,3.8,1
53,64,36,0.73,6.7,1
55,59,63,0.79,8.7,0
74,93,85,0.84,3.7,1
57,82,39,0.51,7.7,0
58,80,86,0.46,3.9,1
46,66,76,0.46,11.9,1
97,35,56,0.58,9.1,1
73,63,68,0.49,7.6,1
90,85,51,0.72,2.9,1
97,54,48,0.66,7.5,0
54,42,38,0.94,9.8,0
96,92,48,0.83,9.1,1
31,95,31,0.52,9.6,0
78,34,90,0.43,4.5,1
99,40,88,0.83,4.6,1
55,73,99,0.91,6.9,1
56,98,99,0.82,4.1,1
47,31,62,0.79,2.2,0
83,69,94,0.55,6.1,1
30,66,54,0.7,1.0,0
90,78,99,0.83,9.4,1
32,65,57,0.52,9.2,0
97,99,47,0.69,7.1,0
70,63,92,0.47,9.2,1
66,87,78,0.72,7.9,1
80,66,95,0.74,8.7,1
44,89,69,0.72,1.7,1
37,41,95,0.68,10.7,0
67,61,33,0.75,8.1,0
85,33,63,1.0,7.7,1
76,62,34,0.77,5.3,0
39,72,51,0.85,1.3,0
78,38,49,0.52,10.9,0
70,80,76,0.72,11.8,1
59,49,63,0.4,9.9,0
34,68,73,0.42,11.1,0
60,52,35,0.59,2.3,0
81,70,85,0.68,2.4,0
52,73,58,0.75,10.7,1
77,64,82,0.93,1.6,1
69,52,30,0.86,2.0,0
35,87,88,0.58,10.0,1
67,77,77,0.85,7.1,1
70,87,36,0.73,5.3,1
56,86,61,0.87,7.1,1
98,68,90,0.65,10.7,1
86,57,86,0.46,9.3,1
46,93,80,0.77,8.6,1
76,91,48,0.73,11.7,1
42,91,56,0.97,6.7,1
40,55,92,0.5,1.1,1
53,80,89,0.79,5.7,1
33,79,90,0.68,2.1,0
75,65,90,0.63,2.3,0
47,55,74,0.88,3.8,1
72,62,50,0.89,5.2,1
62,97,73,0.83,6.3,1
39,37,30,0.45,2.9,0
88,95,73,0.61,4.4,1
60,52,91,0.43,4.0,0
57,99,90,0.61,5.0,1
89,84,79,0.79,2.2,1
32,72,70,0.71,5.4,1
84,50,62,0.82,7.1,1
43,51,41,0.73,2.1,0
87,38,31,0.73,6.7,0
44,63,50,0.71,9.3,0
31,88,43,0.62,1.1,0
53,55,63,0.67,1.5,0
93,30,93,0.47,6.1,1
53,34,52,0.9,10.6,0
56,70,79,0.93,12.0,1
66,92,43,0.86,2.0,1
68,51,75,0.75,1.2,1
92,97,34,0.74,3.5,1
55,77,95,0.68,6.1,1
94,95,51,0.54,7.3,1
33,45,99,0.63,11.7,0
58,82,31,0.99,10.8,0
30,94,58,0.49,7.2,0
79,93,90,0.73,5.0,1
40,97,45,0.92,4.5,1
88,92,93,0.67,7.3,1
91,91,43,0.76,8.9,1
65,74,72,0.9,6.3,1
85,81,72,0.73,4.3,1
50,94,99,0.84,7.7,1
42,31,84,0.61,7.1,0
38,78,60,0.84,5.7,0
40,51,69,0.42,9.2,0
99,58,56,0.49,4.1,1
30,64,81,0.78,6.3,0
99,53,36,0.67,11.3,0
85,59,75,0.9,9.0,1
60,71,62,0.61,5.3,1
66,79,37,0.86,7.0,1
76,89,34,0.48,5.5,1
76,59,90,0.96,2.2,1
98,41,89,0.65,4.7,1
87,78,53,0.54,10.5,1
65,75,36,0.87,6.1,0
61,72,90,0.97,7.4,1
93,31,65,0.95,3.0,1
71,83,56,0.54,4.9,1
77,64,58,0.8,11.2,1
59,81,49,0.73,4.5,1
50,62,99,0.84,3.8,1
89,80,32,0.69,1.6,0
42,55,68,0.68,2.1,0
30,91,74,0.93,7.4,1
94,90,97,0.92,8.3,1
62,55,60,0.87,8.1,1
67,66,67,0.82,6.9,1
54,59,35,0.81,6.4,0
55,40,37,0.43,1.8,0
88,82,57,0.85,10.2,1
62,70,44,0.78,6.6,0
70,34,37,0.58,2.5,0
59,95,83,0.89,2.5,1
86,42,35,0.9,6.6,0
78,92,58,0.96,3.7,1
77,54,63,0.65,11.1,1
78,73,36,0.73,6.5,1
76,43,69,0.94,11.8,1
85,98,42,0.59,9.1,1
94,88,91,0.88,9.9,1
41,85,94,1.0,5.3,1
98,81,70,0.79,2.5,1
35,95,71,0.99,8.6,1
94,97,95,0.71,5.5,1
54,41,40,0.49,11.4,0
30,97,79,0.51,3.1,1
61,72,64,0.84,7.9,1
32,35,49,0.4,10.5,0
78,44,57,0.8,5.4,0
48,71,66,0.49,11.5,1
89,60,32,0.99,1.8,0
58,82,88,0.5,7.5,1
79,35,56,0.73,9.6,1
31,62,61,0.8,3.2,1
85,58,77,0.89,1.6,1
46,50,75,0.68,1.9,0
89,83,76,0.96,4.5,1
65,85,69,0.69,3.5,1
90,50,32,0.55,3.5,0
46,84,58,0.76,6.0,1
78,87,87,0.79,1.9,1
89,93,79,0.7,12.0,1
49,75,39,0.84,8.7,1
79,51,90,0.65,1.3,0
32,89,90,0.4,8.6,1
72,40,52,0.56,9.7,0
86,76,35,0.97,3.1,1
79,60,89,0.86,10.2,1
97,47,56,0.51,7.7,0
79,51,84,0.44,10.0,1
66,85,60,0.61,8.9,1
75,46,59,0.9,8.8,0
71,67,96,0.46,2.7,0
44,54,42,0.73,4.5,0
62,61,88,0.57,6.8,0
40,44,83,0.84,2.2,0
49,42,50,0.4,6.3,0
53,87,72,0.57,5.9,0
93,79,40,0.81,3.6,1
94,40,96,0.73,3.2,1
46,42,67,0.87,3.7,0
90,79,53,0.49,7.7,1
44,67,80,0.72,5.6,1
80,30,90,0.52,5.6,1
56,68,75,0.78,3.0,1
90,56,72,0.48,9.7,1
87,65,56,0.49,8.7,1
60,61,59,0.6,5.7,0
41,70,92,0.64,2.6,0
75,44,39,0.7,8.9,0
60,60,32,0.75,10.9,0
61,35,89,0.68,3.0,0
61,81,56,0.43,7.6,1
82,51,74,0.61,5.7,1
90,60,91,0.44,2.0,0
75,75,53,0.47,9.0,0
36,96,75,0.46,1.8,0
33,72,73,0.49,8.7,0
81,30,92,0.89,4.1,1
60,73,33,0.78,7.2,0
65,86,45,0.7,2.8,0
83,38,80,0.84,5.1,1
83,34,77,0.98,2.1,1
46,38,94,0.65,6.1,0
59,74,98,0.62,3.3,1
51,53,74,0.99,3.1,0
72,71,32,0.86,2.2,0
56,51,46,0.87,9.4,0
66,89,66,0.76,8.0,1
75,66,34,0.7,2.7,0
64,68,76,0.73,6.2,1
33,82,73,0.79,8.3,1
55,57,62,0.63,10.7,0
48,44,50,0.87,1.7,0
74,89,96,0.95,5.0,1
55,89,97,0.74,7.8,1
51,35,61,0.63,1.2,0
87,81,53,0.82,3.7,1
92,41,64,0.51,9.2,0
57,48,47,0.98,4.9,0
94,31,96,0.79,1.9,1
73,84,83,0.44,7.9,1
72,44,55,0.72,3.8,0
66,93,89,0.85,8.7,1
95,98,94,0.57,10.9,1
46,44,80,0.43,6.8,0
69,72,89,0.69,7.6,1
67,46,88,0.9,6.7,1
90,53,46,0.55,10.0,0
38,59,50,0.83,3.7,0
90,96,96,0.64,5.4,1
45,80,57,0.44,10.8,1
31,89,73,0.58,9.0,0
72,32,99,0.59,4.5,0
71,34,91,0.94,10.2,1
86,57,71,0.99,3.6,1
96,40,51,0.53,8.0,1
59,44,67,0.66,11.5,0
42,77,43,0.99,7.3,0
48,75,55,0.64,9.8,0
36,57,69,0.61,9.1,0
38,36,83,0.47,10.5,0
83,35,42,0.85,11.7,1
90,87,48,0.67,1.2,0
31,97,71,0.78,1.3,1
79,84,70,0.71,7.5,1
60,96,79,0.5,11.5,1
62,78,32,0.51,6.3,0
40,80,60,0.96,10.2,0
62,88,44,0.93,9.4,1
36,35,83,0.77,6.5,0
60,80,82,0.4,6.6,1
77,67,74,0.66,5.8,1
76,40,67,0.72,3.8,1
82,81,79,0.67,10.4,0
48,49,53,0.96,3.3,0
35,39,46,0.42,11.0,0
78,55,47,0.79,5.0,0
79,77,71,0.59,1.3,0
41,43,46,0.74,2.9,0
52,88,45,0.79,10.8,1
83,41,81,0.66,2.4,0
98,52,65,0.49,9.1,1
88,68,68,0.71,3.0,1
65,38,54,0.96,6.5,1
32,54,71,0.72,3.3,0
87,46,50,0.47,4.7,1
84,71,97,0.89,2.4,1
86,58,88,0.53,7.1,1
46,89,59,0.62,5.0,1
68,96,86,0.66,5.0,0
97,86,62,0.6,1.4,0
84,43,82,0.64,2.5,0
74,68,45,0.88,8.8,1
30,45,78,0.53,4.2,0
50,47,34,0.68,5.9,0
50,49,89,0.41,9.4,0
81,75,84,0.7,5.9,1
72,74,64,0.47,3.5,1
81,33,98,0.57,7.0,1
96,49,71,0.59,9.8,1
73,40,98,0.45,7.6,1
61,94,53,0.62,5.6,1
39,47,84,0.7,2.4,0
93,68,43,0.66,3.7,1
98,73,84,0.57,11.4,1
97,47,44,0.58,9.5,1
57,76,34,0.78,2.0,0
82,60,33,0.83,1.1,0
80,68,59,0.75,2.9,1
82,67,82,0.99,11.4,1
33,76,59,0.97,7.4,1
46,99,90,0.46,10.2,1
96,37,97,0.56,6.1,1
76,94,84,0.92,10.1,1
85,42,71,0.42,1.4,0
52,84,58,0.76,5.7,1
47,72,64,0.97,5.2,1
30,33,74,0.81,11.8,0
64,89,58,0.46,4.3,1
93,41,99,0.85,5.6,1
87,88,32,0.63,9.3,1
88,83,86,0.95,10.7,1
30,73,95,0.57,10.7,1
32,45,51,0.68,5.3,0
96,35,56,0.85,11.4,1
66,43,51,0.55,8.2,0
58,87,78,0.51,10.4,1
62,60,53,0.4,11.2,0
90,70,56,0.69,3.6,1
33,64,65,0.96,6.5,1
43,39,46,0.57,7.5,0
62,59,85,0.43,9.8,1
51,73,39,0.77,5.4,0
77,84,83,0.43,3.3,0
32,47,67,0.7,9.2,0
52,68,33,0.63,7.5,0
97,71,79,0.69,10.9,1
50,83,90,0.5,8.2,0
72,59,50,0.45,1.2,0
55,49,65,0.85,11.6,0
70,71,75,0.55,7.5,1
67,34,73,0.88,7.6,0
40,79,93,0.86,11.0,1
58,70,47,0.52,8.3,0
89,68,42,0.94,6.3,1
96,86,42,0.5,2.2,0
94,86,54,0.88,11.6,1
90,66,34,0.65,1.9,0
48,36,68,0.51,2.9,0
75,34,58,0.96,10.0,0
78,80,86,0.98,6.4,1
51,37,75,0.71,3.0,0
86,85,62,0.68,4.1,0
43,40,39,0.94,11.9,0
73,51,87,0.76,7.4,1
45,40,54,0.56,5.4,0
41,89,68,0.66,10.6,1
84,44,45,0.9,6.3,0
80,67,89,0.92,4.4,1
68,30,57,0.96,2.8,0
62,75,73,0.57,9.2,1
62,72,87,0.81,7.6,1
58,51,61,0.44,2.0,0
98,32,92,0.84,7.5,1
99,43,74,0.74,2.8,1
60,31,82,0.55,11.8,0
60,90,90,0.79,3.9,1
75,61,79,0.48,8.7,0
81,67,56,0.6,8.2,1
39,75,55,0.64,8.6,0
70,71,32,0.87,5.7,0
32,35,68,0.59,1.8,0
88,70,94,0.43,11.8,1
81,54,64,0.51,3.1,1
63,40,82,0.76,9.5,1
78,70,75,0.41,2.5,0
57,86,97,0.88,4.1,1
42,75,51,0.94,7.2,0
98,77,89,0.7,5.5,1
96,92,35,0.82,11.5,1
90,68,81,0.68,10.3,1
89,39,58,0.59,11.1,1
53,99,72,0.5,8.0,1
92,94,63,0.71,3.4,1
90,88,60,0.96,6.7,1
52,65,75,0.93,9.4,1
59,56,33,0.95,1.7,0
89,84,31,0.98,10.5,1
47,99,34,0.5,7.9,0
85,82,75,0.49,9.0,1
82,89,48,0.66,8.6,1
36,90,67,0.81,10.3,1
98,65,88,0.66,2.0,0
81,56,49,0.94,5.1,1
33,70,97,0.83,6.5,1
63,57,82,0.78,7.0,1
98,45,84,0.44,11.4,1
62,64,68,0.51,1.5,0
98,65,65,0.66,10.5,1
67,85,87,0.99,7.1,1
55,48,44,0.6,7.1,0
30,86,30,0.78,4.5,0
33,62,38,0.99,8.1,0
68,52,52,0.56,8.1,0
83,92,81,0.5,3.1,1
62,99,55,0.73,8.4,1
62,51,89,0.73,3.9,1
49,96,47,0.95,8.6,1
45,88,87,0.42,7.7,0
50,54,94,0.64,8.9,1
74,46,98,0.59,1.2,0
91,68,43,0.74,2.4,1
60,68,75,0.41,10.2,1
71,53,98,0.83,5.2,1
41,67,61,0.69,10.2,0
94,86,80,0.82,1.7,1
32,73,98,0.67,9.5,0
38,65,44,0.68,1.9,0
80,99,82,0.94,6.2,1
45,74,98,0.53,11.3,1
32,55,44,0.53,1.9,0
53,40,59,0.74,4.9,0
42,81,53,0.8,6.7,0
31,54,64,0.61,10.9,0
50,60,98,0.71,4.7,1
48,74,41,0.54,9.9,0
76,96,75,0.48,8.9,1
51,69,98,0.54,4.4,1
62,75,65,0.95,4.7,1
61,83,77,0.88,3.1,1
93,70,96,0.48,8.6,1
68,67,83,0.43,7.2,0
71,65,65,0.46,2.7,1
38,73,81,0.58,7.8,1
54,86,51,0.89,6.5,1
31,95,67,0.59,2.0,0
48,59,91,0.51,11.5,0
49,39,94,0.64,10.2,1
99,90,32,0.47,1.8,0
46,92,37,0.68,11.2,0
97,65,68,0.81,11.1,1
32,83,47,0.62,1.5,0
80,94,32,0.5,3.2,1
55,33,47,0.67,8.7,0
85,84,30,0.86,11.3,1
93,83,55,0.45,10.1,1
37,93,81,0.44,4.1,1
66,51,41,0.59,1.4,0
56,54,67,0.65,6.2,0
74,88,70,0.53,2.0,0
33,86,82,0.42,3.7,1
66,83,42,0.53,8.0,1
62,73,42,0.66,6.4,0
60,81,47,0.45,5.1,1
84,45,48,0.83,11.2,0
41,45,48,0.73,3.1,0
40,84,99,0.66,6.4,1
61,90,77,0.71,7.3,1
86,69,57,0.79,4.5,1
67,50,48,1.0,8.8,1
89,95,77,0.87,10.5,1
48,37,58,0.72,7.0,0
